gene	Flower	Meiocyte	Microspore	Veg	Spm	Preglobular	Globular	Heart	Torpedo	BentCotyledon	MatureGreen	Seedling
AT1G01183	0	0	0	0	0	1.49514	0	0	0.50351	0	0	0
AT1G01250	8.70741	0	0.14093	0	0	0.0885274	0	0.915738	1.60576	19.7148	418.5	1.0445985
AT1G01670	1.97617	12.3672	1.6296	0	0	0.351573	0.0903262	0.0696552	0.06159575	0	0	0.2476395
AT1G02335	8.3352	0.530965	0	0	0	0	0	0	0.7936445	2.88628	0	2.713965
AT1G02400	1.25672	0	0.148832	0	0	0.101635	0	0.00870015	0.014126	0.147423	0	38.26785
AT1G02580	0.0442422	0.0728005	0	0.606224	0	0.0247533	0.0330894	0	0	0	0.0441	0
AT1G02620	0.140131	0.5091	0.827037	0	0	0	0	0	0	0	0	1.076512
AT1G03720	1.47069	0.405084	0	0	0	0.23139	0	0	0	0	0	0
AT1G04171	0	0	0	0	0	0	0	0	0	0	1.48536	0
AT1G04220	20.4477	0.1099875	0.468785	0.105028	0.0998184	2.87601	13.0694	4.471005	5.856565	4.33015	0.841494	4.51983
AT1G04450	3.00282	1.159145	32.1121	60.0186	47.6732	0	0.102768	0	0.0941103	0	0	0
AT1G04660	9.03866	1.51916	0.120443	0	0	31.2209	11.5096	595.0285	1406.62	1135.74	844.486	0
AT1G05080	1.24391	0.196501	0.456524	0	0	0	0	0	0	0	0	0.2190815
AT1G05420	4.89607	0.470564	0	0	0	0.638201	1.13242	1.969235	2.60106	4.86847	10.4701	0
AT1G06135	0	0	0	0	0	0	0	0	0	0	0	2.09855
AT1G06280	37.6636	0	1.11741	0	0	0	0	0	0.0363789	0	0	0
AT1G06330	0	11.56308	0	0	0	0	0	0.07937635	0	0	0	0
AT1G06980	0.774571	0.525405	0.517079	0	0	41.6809	19.0712	11.13805	7.593645	1.34288	1.41799	3.46454
AT1G07175	0.427398	0	0	0	0	0	0.307207	0.125212	0	0	1.26394	0
AT1G09026	0	0	0	0	0	0	0	0	0	0	0	0
AT1G09380	0.73488	0.2476115	0.161126	0	0	0.304057	2.54745	3.77046	5.95904	1.45568	1.20361	1.2372315
AT1G10270	6.85326	127.812	9.21807	0	0	16.6479	14.3187	11.0762	6.88763	5.81286	3.4855	1.090721
AT1G10586	0	0	0	0.269079	0	0	0	0	0	0	0	0
AT1G10747	4.4896	0	0	0	0	0	0.114615	0.08483825	0	0.254057	0.240507	0
AT1G11080	3.75606	0.1789275	0.0899835	0	0	0	0	0	0	0	0	3.036745
AT1G11370	0.10083	1.062813	0	0	0	0	0	0	0	0	0	0
AT1G11470	0.286767	0	1.67042	0	0	0	0	0	0	0	0	0
AT1G11850	81.0255	0	0	0	0	0	0	0	0.2153805	0.818564	0	4.891435
AT1G12010	0.880938	0	0	0	0	0	0	0	0.101439	0	9.36827	0.8161335
AT1G12030	0.172255	0.519352	0.178433	0	0	0.655029	2.03522	0.0659491	0.0717259	0.168333	0	0
AT1G12130	0.0172277	0	0	0	0	0	0	0	0.0815897	0	0.0730283	0
AT1G12190	0	0.1070855	0	0	0	0	0	0	0	0	0	0
AT1G12260	1.26516	0.35813385	0.260149	0.708718	0.479171	0.0399494	0	0	0.03770225	0	0	0.2563955
AT1G12490	0.297479	0	1.33886	0	0	0	0	0	0	0	0	0.509785
AT1G12805	0.268055	0	0	0	0	0	0	9.55968	217.6685	544.534	3096.43	1.429165
AT1G12960	0	0	0	0	0	0	0	0	0	0	0	0
AT1G12980	0.0351002	0.1466925	0.0798173	0	0	61.7777	22.3004	0.709173	0.8976165	0.762255	1.52511	0
AT1G13400	0.717255	0	0	0	0	0.466283	33.517	19.7195	2.862185	1.1437	0	0
AT1G13760	0.0575591	0	0	0	0	0	0	0	0	0	0	0
AT1G14110	0.0060515	0	0.0764124	0	0	0	0	0	0	0	0	0
AT1G15320	3.37314	38.9146	0.587283	0.387952	0.193322	0.882956	0.770611	0.5986005	0.2058295	0	0	0
AT1G16910	0.117869	0.1145155	0	0	0	0.0740225	0.105499	0	0.0573851	0	0.128201	0.204069
AT1G16950	0.0552473	0.77022	0	0	0	0	0	0	0	0	0	0
AT1G17190	21.6063	0	32.7478	0	0	5.59787	0.710545	1.047965	2.120995	3.36555	47.1172	44.6077
AT1G18191	0	0	0	0	0	0	0	0.068431	0	0	0	0
AT1G18230	0	2.390265	0	0	0	0	0	0	0	0	0	0
AT1G18290	0.307889	0	0.451403	0	0	0.090754	0.0477509	0	0.03103305	0	0.367012	1.30454
AT1G18410	0.549191	12.05835	0.97215	62.668	16.9959	0.184763	0.139677	0.0738243	0.05800375	0.0728966	0.0530383	0.090418
AT1G18780	0.492896	0.8883	0.99727	0	0	0	0	0	0	0	0	0
AT1G18860	0.0530026	0.6702425	0.147859	0	0	0.134911	0	0	0	0	0	0.7243825
AT1G19060	0.379326	0.676055	0.728528	0	0	0	0	0	0	0	0	0
AT1G19610	0.0578001	0	0	0	0	0	0	0.07824345	0	0.226964	0.23514	2.64174
AT1G19790	1.79914	0	0.0471686	0	0.425405	0.638919	1.70753	0.180109	0.8266385	1.4213	1.08825	0.1977365
AT1G19930	0	0.076654	0	0	0	0	0	0	0	0	0	0
AT1G20132	9.77848	0	0	0	0	0	0	0	0	0	0.0790989	0
AT1G20657	0.60564	0.179723	1.2031	0.517809	0	0	0	0	0	0	0	0
AT1G20740	0.0272456	0.238785	0	0	0	0	0	0	0	0	0	0
AT1G22010	18.9716	1.81525	277.696	0	0	0	0	0	0	0	0	0
AT1G22080	0.0560985	0.589977	0.222804	0	0	0.107549	0	0.0070287	0	0	0	0
AT1G23200	0.550337	0.1619175	0.0956783	0	0	0.33222	0.0645444	0.2232094	2.97821	1.78771	1.25483	0.9508845
AT1G23540	0.541123	37.74355	1.78791	23.5568	24.6837	0.132021	0.162879	0.0499491	0.0380649	0	0.117423	0.0698315
AT1G23700	5.29431	375.326	0.210662	0	0	0.151386	0.0302308	0.0373559	0.01698455	0	0	0.2101465
AT1G23730	15.6459	0	145.688	2.77307	0	0	0	0	0	0	0	0
AT1G23770	1.79076	3.955065	2.87501	0	0	0.296874	0.0675577	0.05823285	0.057568	0	0.175682	0
AT1G24260	186.203	1.263886	2.66148	0	0	0.374378	0.179688	0.1515175	0.1134565	0	0	0.503985
AT1G26510	0.229306	0.209349	0.503407	0	0	0.13065	0.290922	0.253179	0.200476	0.124328	0.0789509	0
AT1G26796	0	0	0	0	0	0	0	0.276506	0.666535	0	0	0
AT1G27860	3.14237	0	3.21269	0	0	0.468285	0.203943	0.06734575	0.026116	0	0	0
AT1G27990	0	0.525789	0	0	0	0	0	0	0.07837695	2.71447	319.929	0.351446
AT1G28130	1.82965	0.3611275	0.0490945	0	0	0.112022	0.707975	2.58123	5.243685	4.50513	1.02707	13.80815
AT1G28450	0	0.68894	0	0	0	1.23288	0.21579	0	0	0	0	0
AT1G28500	1.32636	0.92409	1.76708	0	0.968696	0.0600647	0.117084	0.03301225	0	0.156424	0	0
AT1G29870	0.0201015	0.2135855	0	0	0	0	0	0	0	0	0	0
AT1G30210	18.1516	0.3980075	0.197481	0	0	0.0474464	4.10115	6.951675	11.2253	22.9589	33.2315	5.539975
AT1G30925	0.0234186	1.66318	0	0	0	0	0	0	0	0	0	0
AT1G30930	0.15866	0.7765845	0.330501	0	0	0	0	0	0	0.135018	0	0
AT1G30940	0.865565	1.99272	1.84503	0.272429	0	1.02746	0.182865	0.1353705	0.1325065	0	0.215454	0
AT1G31630	0	0.062216	0	0	0	0	0	0	0	0	0	0
AT1G32140	0.452321	0.5724005	2.16716	0	0	0	0	0	0	0	0	0
AT1G32170	2.10537	2.075825	9.79893	100.169	0.334108	19.0648	5.83193	1.365005	1.003325	0	0.793847	13.28335
AT1G32172	0.458514	5.290115	0.314586	14.9996	0	0.181354	0.205978	0.1146845	0.09017975	0	0.0682141	0.145765
AT1G32430	0.584552	0	1.0675	5.13665	3.01157	0	0	0	0	0	0	0
AT1G32660	0.69967	0.3951445	1.30139	0	0	0	0	0	0	0	0	0
AT1G34460	1.22001	50.08125	0.792496	199.657	1.29813	1.28224	1.38646	0.889142	0.672556	0.84376	1.24285	0.271894
AT1G35230	0.283972	0.4975635	4.61311	0	0	36.9362	7.82168	1.387165	2.87162	0.235905	0	0
AT1G35435	0	0	1.33461	0	0	0	0	0	0	0	0	0
AT1G35537	0	0	0	0	0	2.60315	5.53452	0	0	0	0	0
AT1G36060	0.184958	0.03076195	0	0.615746	0	51.5051	32.0422	32.2454	58.1852	13.4798	95.3573	1.0798645
AT1G36150	25.9641	0	219.327	0	0	0	0	0	0	0	0	0
AT1G43140	1.19035	3.208598	0.350987	0	1.57811	0.0340996	0	0	0	0	0	0.4230435
AT1G44080	0.171469	0.8694715	0.0731064	0	0	0	0	0	0	0	0	0
AT1G44150	0.670894	4.62596	2.25905	2.50406	0.798133	0.6588	0	0.122092	0.2157825	0.603534	0	0
AT1G44191	6.27945	9.849215	108.033	0	0	0	0	0	0	0	0	0
AT1G44674	0	0	0	0	0	0	0	0	0	0	0	0
AT1G44740	2.27722	0.2438925	0.679605	0	0.239544	3.53362	3.62867	2.190435	1.897425	0.885574	0.117018	0
AT1G44890	9.60087	87.899	30.4894	3.08181	0.917748	27.6815	17.4016	15.8959	17.7825	9.50373	9.6728	0.9481145
AT1G45100	0.216245	0.566245	0.715598	0	0	0	0	0	0	0	0	0
AT1G45140	0.00394422	0.00121297	0.000983798	0.000449916	0	0	0	0.000302712	0.000168368	0	0.000212161	0.006131385
AT1G46840	0.310736	0	0.390007	0	0	0	0	0	0	0	0	0
AT1G47610	5.70361	0	0.109715	0	0	0	0	0.05128385	0	0	0	0
AT1G47655	1.77717	1.068415	3.7575	0	0	6.21804	10.7464	13.66005	7.64608	3.63614	0.624107	0
AT1G47780	0	0	0	0	0.724874	0	0	0	0	0	0	0
AT1G47920	0.680809	0.9301975	0.596719	0	0	0.0509696	0.134848	0.0157193	0	0	0	0.1633285
AT1G47980	223.859	2.074416	373.607	2.41498	0	0	0	0	0	0	1.60741	0
AT1G49190	0.00864387	0.1502185	0.151308	0	0	0	0	0.0468719	0.0314363	0	0.0674115	0
AT1G49220	0.608603	6.86437	0	0	0	0.0816282	0.312726	0.5655395	0.221191	0.247489	0	0
AT1G49310	0.606583	0	0	0	0	0	0	0	0.099915	0.482325	8.21407	11.872245
AT1G49960	0.076998	0.0884395	0	0	0	0.0625832	0.0612809	0.0790581	0.0298977	0	0.280117	0.667114
AT1G50130	0.448932	17.8272	0.128602	0.0856051	0	0.304875	0.0520646	0.0522513	0	0	0.0317895	0
AT1G50980	0	0	0	0	0	0	0	0	0	0	0.0775381	0
AT1G51150	0	0	0	0	0	0	0	0	0	0	0	0
AT1G51240	0	0	0	18.6205	0	0.262606	0	0	0	0	0	0
AT1G51290	0	0	0	0	0	0	0	0	0	0	0	0
AT1G51330	0	0	0	0	0	0.104042	0.0692366	0	0	0	0	0
AT1G51500	21.5185	0.210068	0.101936	0	0	6.70206	9.00308	2.107975	2.463205	3.67459	10.8173	25.27025
AT1G51900	0.0466412	0	0.047035	0	0	0	0	0	0	0	0	0
AT1G52040	200.352	0.284492	0	0	0	0.100874	0.02587	0.0092107	0	0	0	1.338036
AT1G52100	0.0136844	0.1759955	0	0	0	0	0	0	0	0	0	10.04549
AT1G52120	0.430485	0	7.7899	0	0	0	0	0	0	0	0.0624833	0.1093795
AT1G53020	1.7234	3.32186	1.80335	0	0	0	0	0	0	0	0	0
AT1G53080	0.59956	0	0	0	0	0	0	0	0	0	0	0.3553955
AT1G53325	0	0	0	0	0	0	0	0	0	0	0	0
AT1G53366	0	0	0	0	0	0	0	0	0	0	0	0
AT1G53670	17.5324	11.5076	6.80751	0.213695	0	4.89775	5.67847	7.3297	18.4067	24.2166	47.9604	13.9892
AT1G53687	0	0	0	0	0	0	0	0	0	0	0	0
AT1G54930	2.27221	1.03787	0.298392	0	0	1.35586	1.50196	1.99246	1.243585	0.921479	0	0
AT1G54950	0	0	0	0	0	0	0	0	0	0	0	0
AT1G55600	0.0866248	0	0	0	0	0.0469658	0.0815107	0	0	0	0	0
AT1G56030	3.79566	0.505865	0.550144	0	0	0	0	0	0	0	0	0
AT1G56470	0.547239	2.094785	0	0	0	0.318196	0.573082	0.7475125	0.0669275	0.470669	0.564697	0
AT1G56540	0.312194	0.356	0.192046	9.75058	0	0	0	0	0	0	0	1.419315
AT1G57570	0.0113717	0.04779605	0.131577	0	0	0.0671139	0	0.0120259	0	0	0.039805	0.072351
AT1G57650	0.205517	0.0973325	0.257204	0	0	0	0	0	0	0	0.113582	0
AT1G57690	0.0912393	0.20153	0	0	0	0.125973	0	0	0	0	0	0
AT1G57830	0	0	0	0	0	0	0	0	0	0	0	0
AT1G59770	0.000278054	0	0	0	0	0	0	0	0	0.00250587	0	0
AT1G59780	0.425941	1.302862	0.154002	0	0	0	0	0	0	0	0	0.5089105
AT1G59800	0.10278	0	0	0	0	0	0	0.09570445	0	0	0	0
AT1G60075	0.0181692	0.087499	0.191935	0	0	0	0	0.01286885	0	0	0	0
AT1G60180	0.311648	0	0.925826	0	0	0	0	0	0	0	0	0
AT1G60370	0.676272	1.66996	1.02885	0	0	0	0	0	0	0	0.111833	0
AT1G60480	0.131223	0.22223	0.345718	0	0	0.0482207	0	0	0	0	0	0
AT1G60986	0	0	0	0	0	0	0.179744	0.2333945	0.130568	0.309036	2.21314	0
AT1G61120	1.15201	0	0.0478624	0	0	0	0	0	0	0	0	0
